ID,Name,Age,Overall,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
232727,K. Ikeda,31,59,140000,1000,1453,Right,1,3,3,Medium/ Medium,70,159,30,60,52,62,55,62,46,42,50,61,68,57,70,53,65,52,61,51,68,52,40,18,50,67,62,55,33,10,13,13,8,5,10,7
244071,J. Hanek,19,53,100000,1000,1399,Right,1,3,2,Medium/ Medium,70,148,36,41,37,59,39,51,41,37,56,55,64,60,67,49,71,50,53,54,40,46,39,48,42,51,38,38,43,44,42,11,7,11,6,11
199747,J. Lauridsen,27,63,350000,2000,1689,Left,1,3,2,High/ Medium,71,168,63,42,48,61,44,54,65,56,57,63,72,74,68,61,66,57,68,75,63,40,56,64,60,56,38,62,57,61,53,6,8,10,11,12
163852,D. Sołdecki,31,62,200000,1000,1600,Right,1,3,2,Medium/ Medium,73,172,48,34,68,63,48,53,44,43,55,51,59,43,61,48,59,56,75,80,82,33,65,65,29,44,53,66,61,65,62,7,10,14,12,10
242503,E. Williamson,21,53,100000,1000,1407,Right,1,3,3,Medium/ Medium,69,154,41,38,43,61,40,53,55,39,62,55,52,65,58,51,74,60,50,42,57,28,47,28,43,50,42,56,45,39,47,5,8,10,9,10
241389,Y. Sari,19,66,975000,6000,1599,Left,1,4,3,High/ Medium,66,121,65,56,39,60,57,72,56,52,56,60,81,81,77,72,90,63,53,56,34,44,32,30,59,55,57,48,34,27,34,11,9,6,10,11
212518,B. Sangaré,32,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230437,Elias Fontoira,34,74,1700000,21000,2047,Right,1,3,3,Medium/ Medium,73,163,70,69,66,73,67,74,74,75,74,75,68,72,66,76,69,68,70,74,71,72,65,75,66,77,72,82,80,67,73,8,7,12,10,12
191910,Kim Shin Wook,30,69,1000000,6000,1756,Right,2,3,2,Medium/ Medium,77,205,52,67,80,67,68,61,53,61,62,69,61,44,42,71,64,73,69,65,90,68,68,26,63,68,69,67,51,40,42,7,10,7,10,8
224070,N. Ioannidis,24,65,700000,3000,1568,Right,1,3,2,Medium/ Low,74,176,57,60,75,53,52,66,37,24,47,61,64,74,62,58,49,73,70,72,78,57,62,18,61,53,66,61,17,23,25,15,12,7,11,9
173666,N. Law,30,66,600000,4000,1789,Right,1,3,3,Medium/ Medium,70,161,59,56,50,61,43,64,63,63,57,65,73,71,74,69,73,60,74,92,62,48,56,59,64,65,62,67,47,45,42,16,8,16,16,16
205346,R. Fredericks,25,73,4000000,46000,1900,Right,1,3,3,High/ Medium,71,163,71,47,52,69,51,74,64,42,60,69,92,94,77,68,76,58,62,77,65,46,73,64,66,58,61,61,69,69,71,16,7,8,15,9
222496,M. Nikolić,20,58,180000,1000,1496,Left,1,2,2,Medium/ Medium,72,161,40,59,45,48,56,62,50,46,43,64,62,61,70,55,67,58,63,58,63,57,52,22,54,49,53,48,25,25,20,16,14,16,15,8
205585,J. Price,25,71,2500000,5000,1815,Right,1,3,2,Medium/ High,67,152,65,37,46,75,34,59,62,59,77,67,59,55,71,70,84,57,69,78,65,61,82,68,49,68,50,74,66,64,61,14,9,15,10,9
140497,R. Wallace,33,70,1100000,6000,1846,Left,1,3,3,Medium/ Medium,66,141,76,60,36,66,54,66,77,74,72,73,74,67,83,67,90,74,59,67,31,73,76,52,64,68,61,72,43,46,45,15,7,11,10,9
235123,A. Iniestra,22,62,475000,3000,1633,Left,1,3,2,Medium/ Medium,69,174,60,47,55,68,32,59,39,45,66,61,49,56,61,60,66,65,62,45,71,48,62,65,55,61,48,54,64,61,62,10,9,9,7,5
221831,Shin Chang Moo,25,63,450000,1000,1690,Right,1,3,2,Medium/ Medium,67,148,48,55,41,65,50,59,58,62,61,65,64,63,74,57,82,58,59,75,53,65,63,59,61,67,53,58,45,36,35,6,10,15,11,15
232335,M. Najjar,23,57,150000,3000,1567,Left,1,3,2,Medium/ Medium,69,150,53,55,41,63,44,61,60,39,62,62,54,64,63,53,84,56,63,49,60,39,50,45,52,51,55,60,43,41,43,12,14,14,13,9
224368,M. Doumbia,23,71,3200000,11000,1781,Right,1,2,3,High/ Low,67,141,65,67,42,69,60,73,64,61,64,68,84,83,83,68,84,73,61,71,62,63,43,25,63,63,58,64,39,37,44,8,12,8,8,8
155976,C. Adam,32,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,6
226568,I. Hagi,19,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242341,O. Mihálik,21,67,1100000,4000,1622,Right,1,3,3,High/ Medium,74,157,52,66,62,53,58,70,56,46,49,71,69,73,80,67,49,70,65,56,62,55,54,27,65,67,62,63,34,18,20,9,7,13,10,7
226405,A. Arregui,25,66,675000,3000,1802,Right,1,3,2,Low/ High,69,163,45,52,68,63,58,62,39,36,63,64,71,69,68,55,69,61,82,82,69,63,82,67,50,56,53,62,59,68,65,9,16,7,16,15
182451,Cheng Yuelei,30,68,575000,5000,1010,Right,1,2,1,Medium/ Medium,74,172,12,11,9,8,12,13,17,18,10,18,23,51,47,69,50,8,56,27,62,9,36,12,9,46,15,62,11,6,9,67,67,69,69,64
238049,P. Pomykal,18,63,750000,1000,1603,Left,1,3,2,High/ Medium,67,146,62,50,39,62,55,65,44,51,55,61,74,70,81,58,80,57,66,59,55,59,41,29,58,65,60,51,36,32,33,10,6,13,6,11
198638,O. Buff,25,68,1100000,4000,1795,Right,1,4,3,High/ Low,69,148,71,59,39,70,59,65,68,72,64,67,66,68,70,59,72,59,64,62,64,65,59,57,70,74,62,66,33,58,55,8,12,8,6,10
241771,A. Nwakaeme,29,71,2300000,21000,1744,Right,1,3,3,High/ Low,73,176,56,73,66,68,61,77,47,29,58,69,79,83,76,66,61,78,71,69,79,69,49,13,73,62,68,70,27,37,34,6,10,6,15,9
122066,R. König,35,65,250000,1000,1503,Left,1,4,2,Medium/ Medium,75,205,48,72,80,46,65,38,59,43,38,63,32,30,38,66,40,70,43,48,93,66,61,35,71,58,60,68,35,36,12,14,8,14,11,10
210004,B. Saller,25,68,925000,4000,1804,Right,1,3,3,Medium/ Medium,70,154,71,47,63,71,48,63,52,40,66,68,74,70,70,67,71,65,70,72,64,55,64,65,52,65,46,59,63,66,60,14,14,7,10,11
202101,O. John,26,72,3300000,8000,1747,Right,2,4,4,Medium/ Low,70,159,73,59,49,74,60,78,73,69,65,76,79,75,70,68,71,74,61,51,67,62,37,31,65,71,62,63,18,23,19,14,13,12,12,16
243194,Hugo Díaz,21,55,180000,4000,1217,Right,1,2,2,Medium/ Medium,72,176,22,23,50,29,28,24,23,30,31,32,53,55,44,46,51,40,60,59,69,23,45,52,22,26,37,37,60,61,59,15,14,15,8,11
240129,M. Haarup,22,59,200000,1000,1496,Right,1,4,2,High/ Medium,70,154,55,33,54,53,26,55,31,31,38,57,83,83,65,55,73,32,65,69,62,26,68,49,49,39,33,48,60,52,51,13,12,7,11,6
227274,D. Barbona,23,70,2600000,6000,1776,Right,1,4,3,High/ Medium,72,179,69,64,45,67,60,71,60,62,65,68,79,85,76,65,77,67,69,70,66,58,44,26,66,65,59,54,45,40,38,8,6,13,12,11
194945,R. Varga,28,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227633,B. Ramselaar,22,73,5500000,11000,1922,Right,1,3,3,High/ Medium,70,163,63,62,56,75,64,73,66,57,68,75,83,83,77,74,74,66,52,81,64,64,67,60,72,69,58,70,63,52,48,7,10,15,12,12
221797,E. Thommy,23,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,15
243482,F. Godoy,18,57,210000,1000,1319,Right,1,2,2,Medium/ Medium,73,174,29,25,53,46,34,29,35,34,30,48,59,54,44,49,54,44,67,60,66,23,48,57,31,32,41,40,47,62,61,11,11,9,11,15
213348,A. Teikeu,28,69,1000000,10000,1418,Left,1,3,2,Medium/ Medium,74,196,28,25,69,54,31,37,33,28,29,59,50,51,45,51,48,40,80,60,77,26,58,58,28,32,46,60,74,76,73,13,7,14,11,7
240340,C. Zuvela,21,56,150000,1000,1526,Right,1,3,2,Medium/ Medium,70,172,43,42,44,60,34,58,41,36,56,58,68,61,66,52,68,51,67,66,66,37,54,43,50,52,40,49,49,53,49,14,13,15,7,13
208323,C. Rivieyran,27,68,750000,3000,1775,Right,1,3,2,High/ Medium,68,150,67,34,58,64,38,58,54,41,58,61,68,72,70,65,82,65,81,90,60,41,78,64,49,60,46,68,65,64,66,13,6,14,11,12
243519,V. Burgoa,17,59,300000,1000,1618,Left,1,2,2,High/ High,69,150,41,40,54,63,49,60,45,44,59,64,67,64,60,57,67,66,56,60,49,56,60,47,59,48,50,54,62,56,60,13,6,14,9,13
223633,L. Paqarada,23,71,2600000,4000,1835,Left,1,3,3,High/ Medium,72,168,75,36,55,68,41,67,76,73,66,71,77,76,71,68,64,65,62,75,65,46,64,65,56,58,39,65,65,72,67,10,9,11,7,15
200440,B. Bodin,26,69,1200000,7000,1802,Left,1,4,3,High/ Medium,71,154,69,66,62,62,63,72,62,68,60,73,78,78,81,56,79,67,69,73,62,68,34,38,59,63,67,65,52,48,34,7,6,8,10,8
192567,M. Zimmermann,26,69,1100000,12000,1793,Right,1,2,2,Low/ High,70,168,58,46,54,66,55,65,55,29,55,69,74,66,68,69,75,62,69,73,68,62,78,68,39,60,44,66,69,71,69,8,13,11,12,13
221425,K. Nagasawa,26,67,800000,5000,1773,Right,1,4,3,Medium/ Medium,68,150,63,64,30,68,65,65,65,54,67,69,75,72,75,67,82,59,63,72,55,51,61,52,67,69,49,58,51,61,45,6,6,7,8,10
221774,Fernando Karanga,27,69,1200000,8000,1592,Right,1,2,3,Medium/ Low,72,161,29,73,77,66,62,64,60,32,54,65,68,59,60,64,35,67,67,70,75,53,70,17,66,50,68,61,33,16,21,8,7,13,12,11
221671,Lee Jae Sung,25,75,8500000,13000,1934,Left,2,4,3,High/ High,71,154,65,69,66,78,65,73,65,58,74,74,69,67,76,73,62,69,57,91,69,73,77,67,70,80,44,79,49,54,50,14,7,15,6,8
244851,G. Guiffrey,20,60,325000,2000,1393,Left,1,3,2,Low/ High,72,163,34,29,58,45,35,33,29,30,42,41,62,62,57,59,63,45,74,61,60,29,53,51,31,28,39,52,59,68,64,11,8,9,10,14
245415,A. Abdulhameed,24,56,80000,1000,845,Left,1,3,1,Medium/ Medium,68,154,10,9,13,26,6,6,11,11,20,13,34,32,26,48,41,20,55,27,40,5,21,10,4,42,10,34,5,12,11,59,57,51,52,58
206089,C. McGeehan,23,63,550000,2000,1715,Right,1,3,2,High/ Medium,71,157,45,62,55,60,46,57,44,52,64,60,67,66,71,59,70,61,61,73,70,54,55,50,69,66,64,46,50,60,53,7,12,8,13,11
152746,P. Keegan,33,61,150000,1000,1693,Right,1,2,2,Medium/ High,70,161,56,52,57,62,52,48,26,64,58,62,63,49,66,60,63,62,60,58,66,57,72,63,61,60,52,64,54,64,64,14,14,6,14,14
221633,B. Sørmo,21,63,475000,1000,1629,Right,1,3,2,Medium/ Medium,74,176,54,41,53,61,42,56,44,35,56,57,70,70,65,57,60,53,60,70,71,40,58,61,50,50,47,43,56,66,62,13,10,14,14,13
224021,S. Ojo,21,67,1400000,22000,1604,Left,1,3,3,Medium/ Low,70,181,62,64,44,64,44,72,52,50,58,68,78,79,70,64,66,56,32,55,63,56,44,28,67,57,66,58,26,33,32,12,10,6,10,16
198031,Sérgio Oliveira,26,79,15500000,17000,2049,Right,1,3,3,Medium/ Medium,71,159,76,67,64,81,73,77,73,80,79,80,62,56,66,74,67,87,56,74,65,87,70,72,72,81,74,76,71,69,46,9,9,11,11,10
228665,R. Ariza,20,59,220000,1000,1520,Left,1,3,2,Medium/ Medium,67,141,46,44,44,67,37,56,45,43,63,50,77,67,73,54,81,47,84,90,41,39,42,25,44,56,43,59,53,28,20,14,16,11,11,9
203026,P. Filipović,27,69,1000000,8000,1750,Left,1,3,2,Medium/ High,74,183,61,56,68,65,44,57,46,61,61,60,64,74,71,63,57,51,56,72,78,50,62,67,50,48,45,59,68,70,68,13,15,12,6,11
241628,N. Pierini,19,63,800000,5000,1603,Right,1,3,3,High/ Low,69,154,63,59,54,62,55,64,63,64,53,64,73,74,66,61,59,53,58,49,48,61,51,33,59,55,62,60,22,39,38,11,5,7,8,10
212188,T. Werner,22,83,34500000,70000,1967,Right,3,4,3,High/ Medium,71,165,69,87,76,77,82,83,62,56,55,84,93,93,81,86,76,74,78,83,59,67,63,37,85,61,72,74,39,20,19,9,9,8,15,9
236737,J. Iaciofano,19,52,100000,1000,1305,Right,1,3,2,High/ Low,70,141,34,51,37,46,46,55,43,33,31,50,76,71,59,53,77,53,65,54,40,41,32,18,49,47,51,48,20,12,12,9,7,14,9,10
233643,S. Camara,25,64,450000,2000,1534,Right,1,3,2,Medium/ Medium,75,187,45,38,74,63,32,41,35,35,51,56,63,67,52,64,49,40,75,75,89,37,53,59,30,29,37,55,66,63,65,11,11,7,10,12
229467,A. Cesped,26,68,925000,2000,1747,Right,1,3,3,Low/ Medium,69,152,44,52,65,66,36,68,39,47,67,66,65,61,61,57,76,62,80,80,70,59,60,72,48,55,39,53,63,70,66,10,7,13,9,14
239403,Loureiro,21,65,675000,2000,1559,Right,1,3,3,Medium/ Low,71,168,59,33,62,59,36,63,38,37,31,65,63,62,49,65,81,32,58,68,69,28,54,62,51,37,44,50,58,73,69,9,7,13,11,13
197688,Gabriel Silva,27,73,3700000,22000,1955,Left,1,2,3,High/ Medium,70,165,75,54,53,75,59,70,73,58,72,72,75,77,78,71,73,72,71,75,62,59,70,69,69,60,57,65,70,73,70,15,6,10,5,7
189836,J. Mills,28,65,425000,4000,1809,Left,1,3,2,High/ Medium,69,154,69,41,55,58,44,65,66,69,64,60,81,74,74,60,76,50,71,76,71,48,61,60,58,59,49,64,61,63,60,13,16,16,8,13
203106,L. Bittencourt,24,79,16000000,35000,2026,Right,2,4,4,High/ Medium,67,137,73,65,45,79,66,84,77,70,72,80,90,79,92,76,90,70,72,78,48,62,72,52,70,75,61,72,56,55,55,15,11,6,14,16
198196,P. Lasogga,26,72,3900000,12000,1707,Right,2,4,2,Medium/ Medium,74,194,35,76,81,45,76,60,65,68,34,66,45,50,44,73,39,84,73,58,88,73,85,29,77,56,79,76,33,40,29,12,13,8,6,7
192761,E. Jonassen Sætervik,25,62,325000,1000,1676,Left,1,2,2,Medium/ Medium,69,172,61,31,56,57,56,58,56,54,57,62,76,74,72,57,71,67,60,68,66,38,44,58,43,48,47,57,60,59,57,9,15,10,16,13
200593,Ha Sung Min,31,61,170000,1000,1723,Right,1,2,2,Medium/ Medium,72,172,55,45,53,64,45,49,56,50,58,61,66,66,91,63,58,62,82,65,82,42,65,60,57,52,58,60,50,54,52,14,9,11,14,14
243434,G. Tegue,18,50,50000,1000,1146,Left,1,3,2,Medium/ Medium,73,165,24,17,41,29,20,25,24,23,20,28,55,60,42,42,57,36,65,61,57,18,43,53,24,30,37,35,55,52,53,14,12,10,9,10
230224,Juli Freitinho,30,76,5500000,13000,1682,Right,1,3,2,Medium/ High,76,201,54,44,77,73,35,51,52,50,43,63,41,51,32,65,38,46,58,57,91,45,82,66,67,42,63,71,82,74,75,11,15,14,13,12
138251,R. Foster,32,64,250000,2000,1617,Right,1,3,2,High/ Medium,69,161,56,17,64,62,18,57,53,48,53,53,78,82,81,60,77,49,80,76,71,21,70,56,19,55,29,56,60,61,59,8,15,11,12,6
178461,J. Drachmann,30,68,825000,6000,1857,Right,1,3,2,High/ High,70,157,61,45,58,68,40,61,58,48,70,68,73,69,69,71,76,70,67,85,69,61,84,69,51,68,44,72,69,67,63,12,9,10,14,10
210426,C. Villanueva,24,60,240000,4000,1589,Right,1,3,2,Medium/ Medium,73,179,57,30,40,59,52,59,42,40,57,55,66,65,55,61,45,61,52,68,70,60,60,53,49,47,62,49,60,59,59,11,12,9,8,6
198927,T. Miller,28,61,200000,3000,1688,Right,1,3,2,Medium/ Medium,69,159,57,45,56,62,45,49,47,46,58,58,63,51,67,57,75,57,90,74,58,51,66,58,50,55,52,56,62,60,59,10,14,16,9,11
186939,C. Nöthe,30,64,425000,4000,1650,Right,1,4,3,Low/ Low,72,179,62,55,65,52,67,65,52,41,47,67,68,73,67,70,61,71,78,66,71,56,55,22,67,65,69,64,23,19,18,8,9,13,13,15
204213,I. Latovlevici,32,71,1300000,11000,1981,Left,1,3,3,Medium/ Medium,69,163,72,57,63,71,67,66,67,67,66,65,75,68,69,69,75,72,65,76,69,64,77,72,64,68,64,72,70,72,68,16,14,15,7,11
214727,A. Zaldívar,24,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,15
242060,A. Al Fiqi,25,61,325000,6000,1530,Left,1,2,3,Medium/ Low,69,146,57,47,43,61,57,64,61,41,55,62,71,73,69,56,66,53,63,53,56,35,31,23,58,54,53,45,58,31,26,5,13,5,15,15
213338,J. Ring,26,65,575000,2000,1731,Left,1,3,3,Medium/ Medium,72,163,60,47,50,64,52,68,62,56,46,64,78,80,76,60,66,64,67,70,64,62,54,43,57,67,55,60,51,55,45,8,8,15,7,10
184527,M. Mustacchio,29,69,1000000,3000,1825,Right,1,4,3,High/ Low,71,172,63,62,61,66,61,69,65,57,54,66,91,90,82,63,72,66,70,78,61,61,46,36,64,56,65,61,52,28,35,5,11,41,7,21
225849,M. Dittgen,23,66,825000,2000,1600,Left,1,3,3,Medium/ Low,72,170,59,59,41,61,46,70,55,43,44,67,81,80,68,64,67,70,55,64,69,40,51,24,65,59,54,49,25,30,24,6,16,14,15,14
188416,S. Wuytens,28,73,3200000,12000,1990,Left,1,4,3,Medium/ Medium,72,163,68,51,74,76,60,63,74,75,76,74,56,60,68,74,67,72,75,81,73,68,62,75,58,72,57,75,75,72,70,13,8,13,15,15
216834,M. Perez,27,67,725000,3000,1812,Right,1,3,3,Medium/ Medium,71,157,46,48,56,70,47,64,69,73,67,66,65,76,75,63,74,59,60,71,72,52,66,64,60,68,58,61,58,65,58,7,7,8,7,13
231735,A. Fallatah,24,63,425000,3000,1358,Right,1,3,2,Low/ Medium,71,154,27,35,54,55,27,34,26,21,35,45,53,69,52,66,61,31,71,65,69,19,64,61,26,26,31,45,62,66,62,5,10,9,14,7
211888,M. Willsch,27,62,325000,2000,1644,Right,1,3,2,High/ High,71,159,63,47,44,63,46,55,49,34,49,61,76,78,67,62,68,62,55,82,60,38,64,57,57,51,52,46,59,52,39,11,8,7,13,15
181481,D. Vukovic,33,73,2000000,10000,1160,Right,1,3,1,Medium/ Medium,74,218,11,11,16,22,11,11,15,13,12,18,53,47,41,72,58,18,66,34,76,13,41,17,6,38,37,34,23,15,11,73,69,63,73,76
239019,J. Delianov,18,52,80000,1000,853,Left,1,3,1,Medium/ Medium,74,187,14,7,11,31,5,10,10,12,30,20,22,29,32,35,33,16,45,28,51,5,46,6,6,26,22,35,7,12,13,52,54,57,53,53
226249,M. Odjer,21,66,1000000,1000,1816,Right,1,2,3,High/ High,67,152,36,45,48,65,36,65,35,34,60,66,88,80,77,69,89,75,72,93,63,68,75,72,65,54,40,57,65,63,64,10,12,8,14,10
242222,L. Selahi,19,60,375000,1000,1624,Right,1,3,3,Medium/ Medium,71,154,39,31,44,66,53,64,55,55,63,66,67,64,70,48,69,58,66,54,48,56,66,51,47,57,49,51,57,53,56,8,5,14,11,14
235842,A. Pinamonti,19,64,975000,6000,1464,Right,1,3,3,Medium/ Medium,74,159,40,69,65,53,51,63,43,43,36,67,54,53,64,59,64,65,65,48,66,60,37,16,63,45,65,56,15,19,19,14,10,15,7,11
245232,M. Savković,25,64,525000,2000,1572,Right,1,3,3,Medium/ Medium,69,148,61,61,44,60,58,66,60,37,55,65,68,71,70,54,74,61,71,61,43,54,32,25,66,59,57,64,26,31,29,10,6,14,12,11
207791,Y. Poulsen,24,78,13000000,48000,1958,Right,2,3,3,High/ High,76,172,69,72,84,74,68,75,71,43,48,71,79,79,75,79,55,73,83,87,78,58,84,48,80,65,59,68,55,59,33,6,11,15,14,8
229968,T. Agyepong,22,66,900000,2000,1656,Right,1,3,4,Medium/ Low,67,161,57,53,48,57,53,68,60,50,50,66,87,91,78,61,83,64,60,71,60,41,40,25,58,64,54,62,31,29,43,10,6,8,15,15
243998,L. Schelenz,19,58,200000,1000,1448,Left,1,2,2,Medium/ Medium,72,154,39,32,53,63,33,48,42,30,54,59,65,55,68,47,68,37,64,61,57,28,55,54,32,58,31,45,57,56,59,7,5,13,6,12
213000,S. van Beek,23,75,7000000,11000,1628,Right,1,2,2,Low/ Medium,74,168,42,23,76,68,29,44,30,36,74,59,60,67,50,70,54,64,70,68,77,30,73,74,18,45,54,66,75,79,76,8,9,8,9,9
216134,K. Pallesen,28,64,350000,3000,1605,Right,1,3,3,Medium/ Medium,69,159,66,36,46,58,22,67,60,27,50,67,78,73,68,59,69,37,48,74,73,30,63,58,65,45,37,55,58,60,58,8,8,8,13,16
173349,L. Ainsworth,30,64,425000,3000,1587,Right,1,3,3,Medium/ Low,65,132,61,57,30,61,61,63,63,45,58,61,82,82,79,57,86,65,67,61,30,59,36,25,60,59,59,51,26,23,15,10,8,14,12,12
193884,S. Clucas,27,73,4200000,34000,1948,Left,1,4,3,High/ High,74,163,71,67,60,76,68,74,65,67,70,72,68,74,66,68,63,67,72,91,68,68,56,68,64,72,65,69,67,66,57,6,9,9,8,6
184144,N. Gaitán,30,82,21000000,22000,2010,Left,3,2,4,Medium/ Medium,68,146,80,71,54,81,81,84,88,72,75,83,84,79,87,82,81,72,81,69,46,73,57,40,77,82,71,80,35,42,43,8,11,9,7,5
220407,M. Dúbravka,29,78,8500000,39000,1275,Right,1,2,1,Medium/ Medium,75,176,12,10,12,48,11,19,15,13,45,33,49,44,44,73,60,22,73,40,60,17,26,25,10,54,20,59,19,15,14,75,80,81,76,80
