ID,Name,Age,Overall,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Height,Weight,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
241389,Y. Sari,19,66,975000.0,6000.0,1599.0,Left,1.0,4.0,3.0,High/ Medium,66.0,121.0,65.0,56.0,39.0,60.0,57.0,72.0,56.0,52.0,56.0,60.0,81.0,81.0,77.0,72.0,90.0,63.0,53.0,56.0,34.0,44.0,32.0,30.0,59.0,55.0,57.0,48.0,34.0,27.0,34.0,11.0,9.0,6.0,10.0,11.0
212518,B. Sangaré,32,69,2375850.460666194,9542.168674698794,1588.3883770375621,Right,1.0,3.0,2.0,Medium/ Medium,71.15733522324592,165.91335227272728,49.44744318181818,45.14772727272727,52.00994318181818,58.39772727272727,42.90482954545455,55.03693181818182,47.08664772727273,42.78053977272727,52.40269886363637,58.06889204545455,64.48082386363636,64.4012784090909,63.53409090909091,61.44318181818182,63.80539772727273,54.86505681818182,64.5909090909091,62.60298295454545,64.63352272727273,46.54048295454545,55.34303977272727,46.33948863636363,49.50426136363637,53.19105113636363,48.43892045454545,58.11292613636363,58.11292613636362,47.32173295454545,45.34872159090909,16.587357954545453,16.428267045454547,16.363143631436316,16.55420054200542,16.94918699186992
230437,Elias Fontoira,34,74,1700000.0,21000.0,2047.0,Right,1.0,3.0,3.0,Medium/ Medium,73.0,163.0,70.0,69.0,66.0,73.0,67.0,74.0,74.0,75.0,74.0,75.0,68.0,72.0,66.0,76.0,69.0,68.0,70.0,74.0,71.0,72.0,65.0,75.0,66.0,77.0,72.0,82.0,80.0,67.0,73.0,8.0,7.0,12.0,10.0,12.0
191910,Kim Shin Wook,30,69,1000000.0,6000.0,1756.0,Right,2.0,3.0,2.0,Medium/ Medium,77.0,205.0,52.0,67.0,80.0,67.0,68.0,61.0,53.0,61.0,62.0,69.0,61.0,44.0,42.0,71.0,64.0,73.0,69.0,65.0,90.0,68.0,68.0,26.0,63.0,68.0,69.0,67.0,51.0,40.0,42.0,7.0,10.0,7.0,10.0,8.0
224070,N. Ioannidis,24,65,700000.0,3000.0,1568.0,Right,1.0,3.0,2.0,Medium/ Low,74.0,176.0,57.0,60.0,75.0,53.0,52.0,66.0,37.0,24.0,47.0,61.0,64.0,74.0,62.0,58.0,49.0,73.0,70.0,72.0,78.0,57.0,62.0,18.0,61.0,53.0,66.0,61.0,17.0,23.0,25.0,15.0,12.0,7.0,11.0,9.0
173666,N. Law,30,66,600000.0,4000.0,1789.0,Right,1.0,3.0,3.0,Medium/ Medium,70.0,161.0,59.0,56.0,50.0,61.0,43.0,64.0,63.0,63.0,57.0,65.0,73.0,71.0,74.0,69.0,73.0,60.0,74.0,92.0,62.0,48.0,56.0,59.0,64.0,65.0,62.0,67.0,47.0,45.0,42.0,16.0,8.0,16.0,16.0,16.0
205346,R. Fredericks,25,73,4000000.0,46000.0,1900.0,Right,1.0,3.0,3.0,High/ Medium,71.0,163.0,71.0,47.0,52.0,69.0,51.0,74.0,64.0,42.0,60.0,69.0,92.0,94.0,77.0,68.0,76.0,58.0,62.0,77.0,65.0,46.0,73.0,64.0,66.0,58.0,61.0,61.0,69.0,69.0,71.0,16.0,7.0,8.0,15.0,9.0
222496,M. Nikolić,20,58,180000.0,1000.0,1496.0,Left,1.0,2.0,2.0,Medium/ Medium,72.0,161.0,40.0,59.0,45.0,48.0,56.0,62.0,50.0,46.0,43.0,64.0,62.0,61.0,70.0,55.0,67.0,58.0,63.0,58.0,63.0,57.0,52.0,22.0,54.0,49.0,53.0,48.0,25.0,25.0,20.0,16.0,14.0,16.0,15.0,8.0
205585,J. Price,25,71,2500000.0,5000.0,1815.0,Right,1.0,3.0,2.0,Medium/ High,67.0,152.0,65.0,37.0,46.0,75.0,34.0,59.0,62.0,59.0,77.0,67.0,59.0,55.0,71.0,70.0,84.0,57.0,69.0,78.0,65.0,61.0,82.0,68.0,49.0,68.0,50.0,74.0,66.0,64.0,61.0,14.0,9.0,15.0,10.0,9.0
140497,R. Wallace,33,70,1100000.0,6000.0,1846.0,Left,1.0,3.0,3.0,Medium/ Medium,66.0,141.0,76.0,60.0,36.0,66.0,54.0,66.0,77.0,74.0,72.0,73.0,74.0,67.0,83.0,67.0,90.0,74.0,59.0,67.0,31.0,73.0,76.0,52.0,64.0,68.0,61.0,72.0,43.0,46.0,45.0,15.0,7.0,11.0,10.0,9.0
235123,A. Iniestra,22,62,475000.0,3000.0,1633.0,Left,1.0,3.0,2.0,Medium/ Medium,69.0,174.0,60.0,47.0,55.0,68.0,32.0,59.0,39.0,45.0,66.0,61.0,49.0,56.0,61.0,60.0,66.0,65.0,62.0,45.0,71.0,48.0,62.0,65.0,55.0,61.0,48.0,54.0,64.0,61.0,62.0,10.0,9.0,9.0,7.0,5.0
221831,Shin Chang Moo,25,63,450000.0,1000.0,1690.0,Right,1.0,3.0,2.0,Medium/ Medium,67.0,148.0,48.0,55.0,41.0,65.0,50.0,59.0,58.0,62.0,61.0,65.0,64.0,63.0,74.0,57.0,82.0,58.0,59.0,75.0,53.0,65.0,63.0,59.0,61.0,67.0,53.0,58.0,45.0,36.0,35.0,6.0,10.0,15.0,11.0,15.0
232335,M. Najjar,23,57,150000.0,3000.0,1567.0,Left,1.0,3.0,2.0,Medium/ Medium,69.0,150.0,53.0,55.0,41.0,63.0,44.0,61.0,60.0,39.0,62.0,62.0,54.0,64.0,63.0,53.0,84.0,56.0,63.0,49.0,60.0,39.0,50.0,45.0,52.0,51.0,55.0,60.0,43.0,41.0,43.0,12.0,14.0,14.0,13.0,9.0
224368,M. Doumbia,23,71,3200000.0,11000.0,1781.0,Right,1.0,2.0,3.0,High/ Low,67.0,141.0,65.0,67.0,42.0,69.0,60.0,73.0,64.0,61.0,64.0,68.0,84.0,83.0,83.0,68.0,84.0,73.0,61.0,71.0,62.0,63.0,43.0,25.0,63.0,63.0,58.0,64.0,39.0,37.0,44.0,8.0,12.0,8.0,8.0,8.0
155976,C. Adam,32,70,2375850.460666194,9542.168674698794,1588.3883770375621,Right,1.0,3.0,2.0,Medium/ Medium,71.15733522324592,165.91335227272728,49.44744318181818,45.14772727272727,52.00994318181818,58.39772727272727,42.90482954545455,55.03693181818182,47.08664772727273,42.78053977272727,52.40269886363637,58.06889204545455,64.48082386363636,64.4012784090909,63.53409090909091,61.44318181818182,63.80539772727273,54.86505681818182,64.5909090909091,62.60298295454545,64.63352272727273,46.54048295454545,55.34303977272727,46.33948863636363,49.50426136363637,53.19105113636363,48.43892045454545,58.11292613636363,58.11292613636362,47.32173295454545,45.34872159090909,16.587357954545453,16.428267045454547,9.0,6.0,6.0
226568,I. Hagi,19,68,2375850.460666194,9542.168674698794,1588.3883770375621,Right,1.0,3.0,2.0,Medium/ Medium,71.15733522324592,165.91335227272728,49.44744318181818,45.14772727272727,52.00994318181818,58.39772727272727,42.90482954545455,55.03693181818182,47.08664772727273,42.78053977272727,52.40269886363637,58.06889204545455,64.48082386363636,64.4012784090909,63.53409090909091,61.44318181818182,63.80539772727273,54.86505681818182,64.5909090909091,62.60298295454545,64.63352272727273,46.54048295454545,55.34303977272727,46.33948863636363,49.50426136363637,53.19105113636363,48.43892045454545,58.11292613636363,58.11292613636362,47.32173295454545,45.34872159090909,16.587357954545453,16.428267045454547,16.363143631436316,16.55420054200542,16.94918699186992
242341,O. Mihálik,21,67,1100000.0,4000.0,1622.0,Right,1.0,3.0,3.0,High/ Medium,74.0,157.0,52.0,66.0,62.0,53.0,58.0,70.0,56.0,46.0,49.0,71.0,69.0,73.0,80.0,67.0,49.0,70.0,65.0,56.0,62.0,55.0,54.0,27.0,65.0,67.0,62.0,63.0,34.0,18.0,20.0,9.0,7.0,13.0,10.0,7.0
226405,A. Arregui,25,66,675000.0,3000.0,1802.0,Right,1.0,3.0,2.0,Low/ High,69.0,163.0,45.0,52.0,68.0,63.0,58.0,62.0,39.0,36.0,63.0,64.0,71.0,69.0,68.0,55.0,69.0,61.0,82.0,82.0,69.0,63.0,82.0,67.0,50.0,56.0,53.0,62.0,59.0,68.0,65.0,9.0,16.0,7.0,16.0,15.0
182451,Cheng Yuelei,30,68,575000.0,5000.0,1010.0,Right,1.0,2.0,1.0,Medium/ Medium,74.0,172.0,12.0,11.0,9.0,8.0,12.0,13.0,17.0,18.0,10.0,18.0,23.0,51.0,47.0,69.0,50.0,8.0,56.0,27.0,62.0,9.0,36.0,12.0,9.0,46.0,15.0,62.0,11.0,6.0,9.0,67.0,67.0,69.0,69.0,64.0
238049,P. Pomykal,18,63,750000.0,1000.0,1603.0,Left,1.0,3.0,2.0,High/ Medium,67.0,146.0,62.0,50.0,39.0,62.0,55.0,65.0,44.0,51.0,55.0,61.0,74.0,70.0,81.0,58.0,80.0,57.0,66.0,59.0,55.0,59.0,41.0,29.0,58.0,65.0,60.0,51.0,36.0,32.0,33.0,10.0,6.0,13.0,6.0,11.0
198638,O. Buff,25,68,1100000.0,4000.0,1795.0,Right,1.0,4.0,3.0,High/ Low,69.0,148.0,71.0,59.0,39.0,70.0,59.0,65.0,68.0,72.0,64.0,67.0,66.0,68.0,70.0,59.0,72.0,59.0,64.0,62.0,64.0,65.0,59.0,57.0,70.0,74.0,62.0,66.0,33.0,58.0,55.0,8.0,12.0,8.0,6.0,10.0
241771,A. Nwakaeme,29,71,2300000.0,21000.0,1744.0,Right,1.0,3.0,3.0,High/ Low,73.0,176.0,56.0,73.0,66.0,68.0,61.0,77.0,47.0,29.0,58.0,69.0,79.0,83.0,76.0,66.0,61.0,78.0,71.0,69.0,79.0,69.0,49.0,13.0,73.0,62.0,68.0,70.0,27.0,37.0,34.0,6.0,10.0,6.0,15.0,9.0
122066,R. König,35,65,250000.0,1000.0,1503.0,Left,1.0,4.0,2.0,Medium/ Medium,75.0,205.0,48.0,72.0,80.0,46.0,65.0,38.0,59.0,43.0,38.0,63.0,32.0,30.0,38.0,66.0,40.0,70.0,43.0,48.0,93.0,66.0,61.0,35.0,71.0,58.0,60.0,68.0,35.0,36.0,12.0,14.0,8.0,14.0,11.0,10.0
210004,B. Saller,25,68,925000.0,4000.0,1804.0,Right,1.0,3.0,3.0,Medium/ Medium,70.0,154.0,71.0,47.0,63.0,71.0,48.0,63.0,52.0,40.0,66.0,68.0,74.0,70.0,70.0,67.0,71.0,65.0,70.0,72.0,64.0,55.0,64.0,65.0,52.0,65.0,46.0,59.0,63.0,66.0,60.0,14.0,14.0,7.0,10.0,11.0
202101,O. John,26,72,3300000.0,8000.0,1747.0,Right,2.0,4.0,4.0,Medium/ Low,70.0,159.0,73.0,59.0,49.0,74.0,60.0,78.0,73.0,69.0,65.0,76.0,79.0,75.0,70.0,68.0,71.0,74.0,61.0,51.0,67.0,62.0,37.0,31.0,65.0,71.0,62.0,63.0,18.0,23.0,19.0,14.0,13.0,12.0,12.0,16.0
243194,Hugo Díaz,21,55,180000.0,4000.0,1217.0,Right,1.0,2.0,2.0,Medium/ Medium,72.0,176.0,22.0,23.0,50.0,29.0,28.0,24.0,23.0,30.0,31.0,32.0,53.0,55.0,44.0,46.0,51.0,40.0,60.0,59.0,69.0,23.0,45.0,52.0,22.0,26.0,37.0,37.0,60.0,61.0,59.0,15.0,14.0,15.0,8.0,11.0
240129,M. Haarup,22,59,200000.0,1000.0,1496.0,Right,1.0,4.0,2.0,High/ Medium,70.0,154.0,55.0,33.0,54.0,53.0,26.0,55.0,31.0,31.0,38.0,57.0,83.0,83.0,65.0,55.0,73.0,32.0,65.0,69.0,62.0,26.0,68.0,49.0,49.0,39.0,33.0,48.0,60.0,52.0,51.0,13.0,12.0,7.0,11.0,6.0
227274,D. Barbona,23,70,2600000.0,6000.0,1776.0,Right,1.0,4.0,3.0,High/ Medium,72.0,179.0,69.0,64.0,45.0,67.0,60.0,71.0,60.0,62.0,65.0,68.0,79.0,85.0,76.0,65.0,77.0,67.0,69.0,70.0,66.0,58.0,44.0,26.0,66.0,65.0,59.0,54.0,45.0,40.0,38.0,8.0,6.0,13.0,12.0,11.0
194945,R. Varga,28,72,2375850.460666194,9542.168674698794,1588.3883770375621,Right,1.0,3.0,2.0,Medium/ Medium,71.15733522324592,165.91335227272728,49.44744318181818,45.14772727272727,52.00994318181818,58.39772727272727,42.90482954545455,55.03693181818182,47.08664772727273,42.78053977272727,52.40269886363637,58.06889204545455,64.48082386363636,64.4012784090909,63.53409090909091,61.44318181818182,63.80539772727273,54.86505681818182,64.5909090909091,62.60298295454545,64.63352272727273,46.54048295454545,55.34303977272727,46.33948863636363,49.50426136363637,53.19105113636363,48.43892045454545,58.11292613636363,58.11292613636362,47.32173295454545,45.34872159090909,16.587357954545453,16.428267045454547,16.363143631436316,16.55420054200542,16.94918699186992
227633,B. Ramselaar,22,73,5500000.0,11000.0,1922.0,Right,1.0,3.0,3.0,High/ Medium,70.0,163.0,63.0,62.0,56.0,75.0,64.0,73.0,66.0,57.0,68.0,75.0,83.0,83.0,77.0,74.0,74.0,66.0,52.0,81.0,64.0,64.0,67.0,60.0,72.0,69.0,58.0,70.0,63.0,52.0,48.0,7.0,10.0,15.0,12.0,12.0
221797,E. Thommy,23,75,2375850.460666194,9542.168674698794,1588.3883770375621,Right,1.0,3.0,2.0,Medium/ Medium,71.15733522324592,165.91335227272728,49.44744318181818,45.14772727272727,52.00994318181818,58.39772727272727,42.90482954545455,55.03693181818182,47.08664772727273,42.78053977272727,52.40269886363637,58.06889204545455,64.48082386363636,64.4012784090909,63.53409090909091,61.44318181818182,63.80539772727273,54.86505681818182,64.5909090909091,62.60298295454545,64.63352272727273,46.54048295454545,55.34303977272727,46.33948863636363,49.50426136363637,53.19105113636363,48.43892045454545,58.11292613636363,58.11292613636362,47.32173295454545,45.34872159090909,16.587357954545453,16.428267045454547,16.0,8.0,15.0
243482,F. Godoy,18,57,210000.0,1000.0,1319.0,Right,1.0,2.0,2.0,Medium/ Medium,73.0,174.0,29.0,25.0,53.0,46.0,34.0,29.0,35.0,34.0,30.0,48.0,59.0,54.0,44.0,49.0,54.0,44.0,67.0,60.0,66.0,23.0,48.0,57.0,31.0,32.0,41.0,40.0,47.0,62.0,61.0,11.0,11.0,9.0,11.0,15.0
213348,A. Teikeu,28,69,1000000.0,10000.0,1418.0,Left,1.0,3.0,2.0,Medium/ Medium,74.0,196.0,28.0,25.0,69.0,54.0,31.0,37.0,33.0,28.0,29.0,59.0,50.0,51.0,45.0,51.0,48.0,40.0,80.0,60.0,77.0,26.0,58.0,58.0,28.0,32.0,46.0,60.0,74.0,76.0,73.0,13.0,7.0,14.0,11.0,7.0
240340,C. Zuvela,21,56,150000.0,1000.0,1526.0,Right,1.0,3.0,2.0,Medium/ Medium,70.0,172.0,43.0,42.0,44.0,60.0,34.0,58.0,41.0,36.0,56.0,58.0,68.0,61.0,66.0,52.0,68.0,51.0,67.0,66.0,66.0,37.0,54.0,43.0,50.0,52.0,40.0,49.0,49.0,53.0,49.0,14.0,13.0,15.0,7.0,13.0
208323,C. Rivieyran,27,68,750000.0,3000.0,1775.0,Right,1.0,3.0,2.0,High/ Medium,68.0,150.0,67.0,34.0,58.0,64.0,38.0,58.0,54.0,41.0,58.0,61.0,68.0,72.0,70.0,65.0,82.0,65.0,81.0,90.0,60.0,41.0,78.0,64.0,49.0,60.0,46.0,68.0,65.0,64.0,66.0,13.0,6.0,14.0,11.0,12.0
243519,V. Burgoa,17,59,300000.0,1000.0,1618.0,Left,1.0,2.0,2.0,High/ High,69.0,150.0,41.0,40.0,54.0,63.0,49.0,60.0,45.0,44.0,59.0,64.0,67.0,64.0,60.0,57.0,67.0,66.0,56.0,60.0,49.0,56.0,60.0,47.0,59.0,48.0,50.0,54.0,62.0,56.0,60.0,13.0,6.0,14.0,9.0,13.0
223633,L. Paqarada,23,71,2600000.0,4000.0,1835.0,Left,1.0,3.0,3.0,High/ Medium,72.0,168.0,75.0,36.0,55.0,68.0,41.0,67.0,76.0,73.0,66.0,71.0,77.0,76.0,71.0,68.0,64.0,65.0,62.0,75.0,65.0,46.0,64.0,65.0,56.0,58.0,39.0,65.0,65.0,72.0,67.0,10.0,9.0,11.0,7.0,15.0
